id_registro,texto_original,dimension_psicologica,nivel_riesgo_estimado
675,"Hola , no sé a quién más acudir. Me siento muy deprimido porque mi matrimonio se está desmoronando. Me siento tan perdida y desesperada en este momento.",General / Apoyo Emocional,Bajo
676,"Me siento muy triste estos días, . Últimamente ha sido un momento difícil para mí, especialmente con todo lo que está pasando en mi familia.",General / Apoyo Emocional,Bajo
677,"""Finalmente estoy empezando a sentirme aliviado, . He estado luchando con mi autoestima, especialmente en relación con mi esposa"".",General / Apoyo Emocional,Bajo
678,"¡Hola, ! Espero que lo estés haciendo bién. Últimamente he sentido una mezcla de emociones y pensé que podría ser útil hablar de ello. Sabes, no puedo quitarme este sentimiento de culpa que me ha estado pesando. Es como si hubiera una voz interior constante que me dijera que tal vez no merezco los sueños que he tenido la suerte de ver hechos realidad.",General / Apoyo Emocional,Bajo
679,"Me siento muy triste últimamente, . Es como si no pudiera escapar de esta constante sensación de vacío. Me he estado aislando y evitando comunicarme con los demás.",General / Apoyo Emocional,Bajo
680,"Hola , me siento muy ansioso y abrumado. Algo doloroso está sucediendo en mi matrimonio.",Estrés (DASS-21),Moderado
681,Me siento abrumado y lleno de inseguridad. La adicción se ha apoderado de mi vida y no sé cómo liberarme de sus garras.,Estrés (DASS-21),Moderado
682,"Me siento muy decepcionado y perdido. Ha sido una gran lucha para mí últimamente, . He estado tratando de sobrellevar esta adicción que ha destrozado a mi familia.",General / Apoyo Emocional,Bajo
683,"I'm shocked, . My work-related stress is taking a toll on my marriage. It feels like everything is falling apart.",General / Apoyo Emocional,Bajo
684,"I've been feeling overwhelmed with a sense of grief lately, . It's like my heart is heavy and I can't seem to find peace within myself.",General / Apoyo Emocional,Bajo
685,"I've been feeling so distracted lately, . It's like I can't focus on anything, especially after this recent breakup. It's been really tough.",General / Apoyo Emocional,Bajo
686,"I don't know what's wrong with me, but I just feel so numb. It's like I can't even feel anything anymore. My entire body feels heavy, like I'm carrying a weight on my shoulders. And there's this constant ache inside me that never seems to go away. I don't know if it's physical or emotional, but it's overwhelming.",General / Apoyo Emocional,Bajo
687,"Hi , I hope you're doing well. I've been feeling really lonely and stressed lately. Work is just getting to be too much for me to handle.",General / Apoyo Emocional,Bajo
688,"Hey , I've been feeling really lonely lately, and I just went through a tough breakup with one of my closest friends. It's been hard to cope with.",General / Apoyo Emocional,Bajo
689,"Hi , I hope you're doing well today. I've been feeling a bit down lately, and I wanted to talk to someone about it. I've noticed that I've been feeling quite unhappy, especially in relation to my husband.",General / Apoyo Emocional,Bajo
690,I'm really scared about this conflict with him.,General / Apoyo Emocional,Bajo
691,I've been feeling really stressed and lonely lately.,General / Apoyo Emocional,Bajo
692,"Hey , I hope you're doing okay. I've been hesitant to reach out because I feel embarrassed about my situation. But I know it's time for a change. Addiction has taken over my life, and I can't continue down this path any longer.",General / Apoyo Emocional,Bajo
693,I'm feeling overwhelmed with my personal relationships. I've realized that I've developed a strong dependence on others for my happiness and emotional well-being.,General / Apoyo Emocional,Bajo
694,"I've been feeling so distracted lately, . It's like I can't focus on anything for more than a few minutes. It's really starting to affect my daily life, and I don't know what to do about it. And on top of that, I've been feeling a lot of self-criticism.",General / Apoyo Emocional,Bajo
695,I'm feeling so lonely and filled with fear right now.,General / Apoyo Emocional,Bajo
696,"I'm feeling so regretful, . I can't seem to shake off this work-related stress that's been weighing me down. It's been affecting every aspect of my life, and I feel like I'm crumbling under the pressure. I really need some guidance to overcome this.",General / Apoyo Emocional,Bajo
697,"Hey , I hope you're doing okay. I've been struggling lately, feeling really sad and down. It's hard for me to feel confident or motivated. I used to have goals, you know? But now, everything seems so overwhelming.",General / Apoyo Emocional,Bajo
698,I feel so sad... I can't seem to escape this overwhelming feeling of emptiness. It's like a suffocating cloud that follows me everywhere I go. I don't know what to do anymore... I feel like I'm drowning in my own thoughts.,General / Apoyo Emocional,Bajo
699,I recently went through a breakup and I'm feeling angry. It's hard to let go of her.,General / Apoyo Emocional,Bajo
700,"I feel numb. Like there's this heavy weight on my chest that I can't shake off. It's been there for a while now, and I think it's related to some trauma I experienced.",General / Apoyo Emocional,Bajo
701,I'm so tired...emotionally exhausted role this deep sense of loss. It feels like my heart is being crushed under the weight of this heartbreak. I don't know how to move forward.,General / Apoyo Emocional,Bajo
702,I feel so disgusted with myself lately. I've been struggling with being a parent and it's really taking a toll on me.,General / Apoyo Emocional,Bajo
703,"I've been feeling really sad lately, and I think it's connected to my experience of parenting.",General / Apoyo Emocional,Bajo
704,"I've been wanting to talk about something that's been weighing on my mind lately. It's about trying to find a new hobby. I know it may sound like a simple thing, but for me, it's been quite painful. The fear of not finding something I enjoy and the fear of wasting my time has been holding me back.",General / Apoyo Emocional,Bajo
705,"Hi ! I'm so excited to be here. I've been reflecting on my childhood lately, and something that's been bothering me is the conflict I've had with some of my friends. Can you help me figure out how to navigate these tricky situations?",General / Apoyo Emocional,Bajo
706,"I'm relieved to finally have someone to talk to, . I've been struggling with some issues regarding my boyfriend lately.",General / Apoyo Emocional,Bajo
707,"Hi , I hope you're doing well today. I just wanted to start by saying that I feel a bit defensive about discussing my family conflict, but I'm really sorry for any negative energy that may come across in our conversation. I just want to find a way to move forward and improve things.",General / Apoyo Emocional,Bajo
708,"I feel really disgusted with my parenting skills lately. I always thought I'd be a better parent, but I constantly feel like I'm failing.",General / Apoyo Emocional,Bajo
709,"Hey , I hope you're doing okay. I just wanted to reach out because I've been feeling really embarrassed lately. It's like this heaviness is constantly weighing me down, and I can't seem to shake it off. It's really affecting my self-esteem and making it hard for me to socialize with others. The stress of feeling this way is just overwhelming.",General / Apoyo Emocional,Bajo
710,"Hi , I hope you can help me. Lately, I've been feeling really unhappy in my relationship with my boyfriend. It's been weighing on me and I don't know what to do.",General / Apoyo Emocional,Bajo
711,"Hey , I've been feeling really distracted lately. There's a lot on my mind and she's been causing my anxiety levels to skyrocket.",General / Apoyo Emocional,Bajo
712,"Hey , I'm so tired. I can barely keep my eyes open. It feels like I haven't slept in ages. I've been having these weird dreams too. They're so vivid and strange, like my mind is playing tricks on me.",General / Apoyo Emocional,Bajo
713,"I'm feeling really sad. It's been a tough week, especially with everything going on in my family.",General / Apoyo Emocional,Bajo
714,"I'm feeling so relieved, . I finally found a new job after months of searching. But my feelings of relief are also mixed with grief because I had to leave behind my previous job, which I loved so much. It's been really tough.",General / Apoyo Emocional,Bajo
715,"Hi , I hope you are doing well. I wanted to reach out because I've been feeling really jealous lately, and it's been consuming my thoughts. I never used to struggle with jealousy this much before, but recently it's become an addiction of sorts, eating away at me. I don't want to feel this way, but I can't seem to shake it off.",General / Apoyo Emocional,Bajo
716,"Hi , I've been feeling really happy lately, but there's something that's been bothering me. I can't shake off the feeling that I've cheated someone out of their happiness.",General / Apoyo Emocional,Bajo
717,"Hey ! I hope you're doing well. Lately, I've been feeling really happy and healthy. However, there's something that's been bothering me, and I thought it would be helpful to talk to you about it. You see, I've been dealing with anxiety.",General / Apoyo Emocional,Bajo
718,"It's just so painful, . This breakup has left me feeling an overwhelming sense of loneliness.",General / Apoyo Emocional,Bajo
719,"I'm feeling really ashamed, . I can't seem to find any success in my life.",General / Apoyo Emocional,Bajo
720,"Hi , I hope you're well. I've been feeling really down lately, and I think it's because of my recent breakup. I used to be so confident in myself, but now I feel like I've lost that. It's been tough for me to cope with everything.",General / Apoyo Emocional,Bajo
721,"I've been feeling really discouraged lately. I don't know what to do anymore. I used to have this loving friendship with my old hobbies, but now they don't bring me any joy.",General / Apoyo Emocional,Bajo
722,"I'm grateful for this opportunity to talk, . It's been a really tough time for me lately. My heart is shattered, and I don't know how to move on. I recently went through a painful divorce, and my wife, well, ex-wife now, was such a big part of my life. I still love her, and it feels like I'm drowning in this heartbreak.",General / Apoyo Emocional,Bajo
723,Hi . I hope you can help me. I'm feeling scared and I can't stop thinking about him. It's been a rough few days.,General / Apoyo Emocional,Bajo
724,"I am exhausted, . My marriage is in shambles and I don't know what to do anymore.",General / Apoyo Emocional,Bajo
725,I am completely shocked. My self-esteem is shattered. I never expected this breakup to happen.,General / Apoyo Emocional,Bajo
726,"I've been feeling really stressed lately, especially in regards to my career. I don't know how to manage it all.",General / Apoyo Emocional,Bajo
727,I'm so disappointed. My recent breakup feels like a weight on my heart that I can't seem to shake off.,General / Apoyo Emocional,Bajo
728,"Hi , I hope you're doing well. I wanted to talk about a conflict I've been having with some of my friends. I feel hopeful that you can help me navigate this situation. I'm also feeling sorry for the way things have unfolded.",General / Apoyo Emocional,Bajo
729,"Hi . I'm feeling really sad right now, even though I was initially excited about discussing this. I've been dealing with a lot of conflict with my friends lately, and it's been taking a toll on me. It's like a constant roller coaster of emotions, and it feels like a deep trauma that I can't escape.",General / Apoyo Emocional,Bajo
730,"Hi , I'm feeling a bit lonely and I've been dealing with rejection lately. It's been tough.",General / Apoyo Emocional,Bajo
731,"Hey , I hope you're doing well today. I wanted to chat with you because I've been feeling so excited lately. I've been experiencing a lot of positive changes in my life and it's just amazing!",General / Apoyo Emocional,Bajo
732,"I feel guilty about something, and it's about my boyfriend.",General / Apoyo Emocional,Bajo
733,"I'm feeling really unhappy lately. It seems like every time I try to make a new friendship, it just ends up falling apart.",General / Apoyo Emocional,Bajo
734,"Hey , I'm feeling really insecure right now. It's like I've lost my footing and I don't know how to move forward. But I promise myself that I'll find a way to heal and grow role this grief.",General / Apoyo Emocional,Bajo
